date,article_id,country_code,sold_units
2021-07-22,1923,USA,1
2021-04-05,3576,USA,3
2020-10-10,2902,USA,1
2020-01-05,3417,USA,2
2020-12-16,1132,RUS,1
2020-12-24,332,DEU,1
2020-08-31,4139,USA,1
2020-10-26,1923,ITA,3
2019-10-07,3417,ITA,2
2020-03-23,3576,RUS,3
2020-02-20,5972,USA,1
2021-03-15,409,PRT,1
2021-03-31,4139,DEU,3
2021-07-25,3576,ROU,2
2020-05-04,1579,USA,1
2021-05-20,332,DEU,1
2021-04-10,4139,USA,1
2021-08-04,332,USA,1
2021-06-28,3446,USA,2
2021-06-10,1132,USA,7
2019-12-31,1579,DEU,1
2020-09-01,1132,USA,1
2020-08-29,362,USA,1
2020-04-30,1132,ESP,5
2019-12-18,3417,USA,2
2020-02-15,5984,POL,1
2020-04-19,3448,RUS,4
2021-06-16,5984,USA,2
2020-07-01,362,CZE,2
2021-05-20,3576,RUS,1
2019-07-29,332,USA,1
2019-08-27,3576,USA,1
2020-03-13,3417,DEU,2
2019-10-25,3446,GBR,3
2021-04-11,2902,BEL,1
2021-06-29,1132,USA,3
2020-11-01,5972,USA,1
2021-03-31,332,RUS,2
2021-01-07,362,USA,2
2020-07-15,1132,ROU,4
2020-10-11,332,USA,1
2020-06-07,362,ITA,1
2020-02-16,332,USA,1
2020-11-16,362,ROU,1
2020-09-27,3417,RUS,3
2020-08-04,5984,ITA,2
2020-08-04,1579,UKR,1
2021-05-12,332,GBR,2
2021-02-10,332,ROU,3
2019-12-16,1579,USA,2
2021-08-19,1132,RUS,6
2021-03-02,409,USA,1
2021-02-11,332,RUS,1
2021-06-01,5984,GRC,1
2020-11-09,3448,UKR,1
2021-06-01,1579,PRT,1
2020-01-31,362,FRA,2
2021-02-22,3576,USA,2
2020-10-06,332,FRA,1
2021-08-13,1132,GBR,3
2021-08-27,409,UKR,1
2020-10-28,1579,USA,1
2020-10-25,409,USA,2
2020-12-14,5984,GBR,1
2019-12-07,409,SWE,1
2021-06-15,1132,RUS,1
2020-11-14,362,RUS,1
2020-11-10,362,FRA,1
2020-08-28,1516,FRA,4
2020-05-13,5972,GBR,1
2021-06-10,1132,USA,4
2019-11-18,3446,DEU,1
2021-08-23,362,USA,2
2020-12-08,332,USA,2
2020-03-20,2902,ESP,1
2019-12-18,2902,DEU,5
2020-04-26,1132,RUS,2
2019-11-03,1579,DEU,1
2020-02-14,362,GBR,1
2019-09-14,332,RUS,1
2020-11-09,332,RUS,3
2020-08-04,3417,RUS,1
2021-08-18,1516,USA,2
2021-01-01,332,ITA,1
2020-09-04,3448,USA,1
2020-09-12,1132,POL,1
2020-01-30,362,USA,1
2021-04-15,3448,CAN,2
2020-10-03,1579,FRA,2
2021-07-03,362,USA,1
2020-04-10,5972,USA,2
2020-12-17,362,RUS,1
2020-12-13,1132,SWE,1
2020-01-16,3417,RUS,2
2020-10-25,409,USA,2
2020-11-14,362,GBR,1
2021-08-09,4139,BEL,1
2020-10-20,362,ITA,4
2020-11-10,1132,ROU,1
2021-04-14,3576,FRA,4
2020-04-23,2902,USA,1
2020-06-30,3448,USA,1
2020-11-06,4139,DEU,1
2019-10-15,332,USA,2
2020-09-21,3417,USA,2
2020-09-07,1516,RUS,8
2020-03-06,3446,USA,2
2021-05-14,332,GBR,1
2020-11-24,4139,USA,1
2021-05-16,332,FRA,2
2020-05-25,1132,RUS,1
2020-09-17,3448,USA,1
2020-10-27,2902,USA,1
2021-08-17,3417,DEU,1
2020-12-19,1132,USA,2
2021-06-10,1923,SWE,13
2021-03-14,3576,USA,1
2020-11-26,5972,GBR,3
2020-12-06,362,RUS,2
2020-06-13,3446,UKR,5
2021-01-27,1923,FRA,5
2021-08-28,1923,RUS,2
2020-02-04,3417,USA,1
2020-09-01,362,USA,1
2021-04-01,3446,ESP,1
2021-03-10,5972,ITA,1
2019-12-08,1579,GBR,1
2020-08-07,4139,USA,1
2020-08-14,1516,RUS,4
2020-04-23,2902,ESP,1
2020-08-01,2902,RUS,1
2021-02-18,1132,RUS,3
2020-07-25,332,ESP,3
2021-08-17,3448,USA,8
2020-12-08,1132,USA,2
2020-03-12,362,ROU,1
2021-03-14,3576,NLD,1
2019-12-24,3417,USA,1
2020-10-25,409,CZE,2
2021-04-10,1923,UKR,2
2021-06-20,4139,DEU,1
2020-12-12,332,ITA,1
2021-02-18,332,USA,2
2019-09-18,332,USA,8
2019-10-25,332,FRA,1
2020-02-05,362,ESP,2
2020-12-06,5972,USA,2
2020-10-06,5984,USA,1
2020-04-07,3417,POL,2
2021-07-13,5984,USA,1
2020-10-22,362,AUS,3
2020-05-23,1579,USA,1
2020-01-13,3446,USA,2
2021-04-18,3448,RUS,1
2020-08-01,1132,GRC,4
2021-03-24,3448,ESP,3
2020-03-17,3448,USA,1
2019-10-09,1516,RUS,1
2020-08-12,1516,FRA,2
2021-07-31,362,USA,1
2021-07-28,332,USA,6
2021-08-25,1132,USA,3
2019-10-10,332,USA,2
2021-07-31,1132,DEU,1
2020-02-19,2902,USA,2
2021-05-05,4139,ESP,3
2021-06-21,1132,USA,2
2021-06-10,3576,USA,4
2021-05-10,2902,CAN,2
2020-10-05,2902,FRA,3
2020-12-20,332,FRA,1
2021-04-20,5984,USA,1
2019-07-30,1579,GBR,1
2021-06-26,3417,BEL,1
2021-03-09,409,FRA,1
2021-08-21,332,GRC,2
2020-10-30,3446,ROU,1
2021-04-01,332,USA,1
2020-08-17,3576,USA,2
2021-04-29,1132,USA,1
2021-08-17,3448,USA,8
2020-11-10,3446,USA,2
2021-08-27,3417,FRA,2
2019-07-28,3576,GBR,1
2020-02-24,362,GRC,1
2020-12-12,1579,RUS,1
2021-07-01,362,ITA,5
2020-03-19,362,PRT,1
2020-09-06,3446,POL,1
2021-08-29,362,DEU,3
2019-10-18,3446,RUS,2
2020-08-22,1516,CAN,4
2020-02-28,3448,RUS,1
2021-04-30,332,CAN,2
2020-05-16,3446,ESP,2
2019-07-29,1516,DEU,1
2020-08-10,1516,AUS,1
2021-08-27,1132,USA,3
2020-02-01,1579,USA,1
2019-10-07,1579,FRA,1
2021-05-19,409,ESP,1
2020-12-11,1132,USA,1
2021-06-20,3446,FRA,1
2021-07-19,5972,USA,3
2021-04-30,332,ESP,2
2020-03-09,362,USA,1
2021-07-09,1516,FRA,1
2020-03-27,3448,ITA,1
2021-07-16,5984,AUS,1
2021-03-31,332,RUS,2
2020-12-01,5984,USA,1
2020-08-13,3446,POL,1
2021-08-27,409,RUS,1
2019-09-03,3446,CAN,2
2020-06-30,1132,ITA,3
2020-03-25,3446,USA,1
2021-07-20,362,UKR,1
2020-12-25,1923,USA,5
2020-07-13,1579,GBR,1
2019-08-21,409,DEU,1
2019-12-31,3446,UKR,2
2021-07-01,4139,DEU,1
2019-10-06,332,USA,1
2021-07-17,1516,USA,2
2020-12-26,5972,USA,4
2021-08-28,1516,RUS,4
2020-09-04,1132,AUS,4
2020-09-11,1132,RUS,2
2020-12-15,362,ROU,1
2019-09-26,332,RUS,4
2021-04-01,1132,ITA,1
2021-08-19,2902,RUS,1
2021-03-11,1132,DEU,1
2020-03-26,362,USA,1
2021-08-21,1516,USA,12
2020-03-15,2902,CAN,2
2021-07-04,332,FRA,1
2020-02-14,1579,USA,1
2021-07-30,1516,CAN,4
2020-08-14,3446,ITA,1
2021-01-09,332,RUS,1
2020-02-25,332,USA,1
2021-07-13,362,RUS,1
2021-06-05,409,GBR,3
2020-02-13,3576,USA,2
2019-11-05,332,ITA,2
2020-09-01,1516,UKR,4
2019-08-07,1516,USA,1
2021-06-18,4139,USA,2
2020-10-04,332,GBR,2
2020-10-31,2902,ESP,3
2021-07-27,1132,USA,3
2020-03-29,3417,CAN,2
2020-03-18,362,RUS,3
2020-03-22,3417,CAN,2
2021-04-26,3448,USA,1
2020-10-27,5972,ESP,1
2020-11-27,332,USA,3
2020-03-24,1132,DEU,1
2020-05-14,3448,USA,1
2021-05-08,1132,GBR,2
2021-08-15,5984,DEU,1
2020-12-19,1923,CZE,3
2020-12-23,362,UKR,1
2021-07-10,332,USA,1
2021-03-21,1923,DEU,3
2020-08-31,3448,ESP,3
2019-12-28,3448,RUS,1
2020-12-09,4139,UKR,1
2021-07-07,362,GBR,3
2021-01-19,3417,USA,1
2021-05-14,1516,UKR,2
2020-12-06,332,BEL,4
2021-08-11,1516,RUS,4
2019-12-18,2902,ESP,5
2021-06-14,1579,FRA,1
2020-08-28,4139,GRC,5
2020-04-20,3576,USA,2
2020-08-16,362,NLD,1
2019-09-08,1579,USA,1
2021-02-18,332,DEU,2
2021-02-28,3446,GBR,1
2021-06-17,3448,ROU,1
2020-12-30,3448,ROU,3
2021-07-26,4139,GBR,3
2020-06-30,2902,UKR,1
2020-11-14,1923,AUS,4
2020-08-30,332,USA,1
2020-03-31,3576,UKR,2
2020-06-23,1579,USA,1
2021-08-12,3446,USA,1
2020-06-29,362,GBR,4
2021-08-09,1132,USA,2
2021-05-27,3448,GBR,1
2021-07-10,1923,POL,2
2021-08-05,3417,USA,3
2021-05-16,362,POL,1
2020-06-30,1132,USA,3
2020-05-14,2902,USA,1
2021-01-04,1923,USA,3
2021-03-15,3576,USA,3
2020-06-06,3417,RUS,1
2020-08-30,332,RUS,1
2021-08-05,332,USA,2
2020-11-12,332,FRA,1
2020-12-31,1923,USA,1
2021-05-04,332,POL,1
2020-07-19,1132,RUS,5
2020-06-25,1132,USA,2
2021-08-27,409,USA,1
2021-08-29,3448,GBR,1
2020-11-20,1132,USA,2
2020-11-12,362,UKR,1
2021-07-25,2902,USA,2
2019-10-11,3417,DEU,2
2020-06-25,332,FRA,1
2019-08-06,3576,GBR,1
2019-12-12,332,USA,2
2021-06-27,1132,CAN,2
2021-01-01,332,USA,1
2020-03-17,1579,DEU,1
2021-02-09,1132,ITA,1
2020-11-22,3417,ESP,1
2021-08-20,362,AUS,3
2019-09-04,3446,USA,1
2021-06-06,1923,POL,4
2020-06-09,3446,USA,1
2021-01-02,4139,USA,6
2019-10-10,332,AUS,2
2021-05-31,4139,SWE,1
2020-06-21,1579,USA,1
2020-10-13,5972,NLD,1
2019-12-02,332,RUS,2
2021-05-28,3417,USA,2
2021-06-06,1132,RUS,2
2021-01-20,4139,ITA,4
2020-08-09,362,ESP,1
2020-06-11,409,USA,4
2021-08-02,3448,POL,1
2020-07-30,1132,DEU,3
2020-12-20,332,SWE,1
2021-01-12,362,USA,2
2020-12-17,409,USA,1
2020-05-15,3576,FRA,2
2020-02-13,3446,USA,1
2020-10-24,332,USA,2
2019-11-23,409,USA,2
2021-08-08,4139,RUS,1
2020-05-10,3446,UKR,4
2021-05-21,1579,RUS,1
2019-11-19,3576,CAN,1
2019-10-14,332,USA,2
2019-12-10,3446,ROU,3
2019-10-28,332,RUS,1
2020-09-06,5972,ITA,1
2021-03-13,4139,USA,2
2020-12-19,5972,GRC,2
2021-02-18,3448,RUS,1
2021-01-22,4139,DEU,2
2020-06-11,1132,UKR,3
2020-08-24,332,USA,1
2020-05-13,1516,DEU,1
2020-06-21,5972,ITA,1
2021-06-24,3448,ITA,1
2020-09-05,362,SWE,5
2021-02-22,2902,ITA,1
2021-04-07,409,CAN,1
2019-11-27,3448,RUS,2
2021-05-12,5984,FRA,1
2020-01-05,332,FRA,1
2020-12-13,1579,RUS,3
2021-06-09,3576,GBR,1
2020-09-08,362,USA,1
2021-08-05,332,CAN,2
2021-07-06,2902,ROU,1
2021-02-06,332,USA,2
2020-12-16,5972,DEU,4
2019-11-16,3417,USA,1
2021-03-05,332,USA,1
2020-05-21,3446,USA,2
2020-11-29,1579,FRA,1
2020-08-15,1516,USA,4
2021-08-24,1579,POL,1
2020-01-22,362,USA,2
2020-01-11,2902,USA,1
2020-06-25,332,FRA,1
2020-12-04,5972,RUS,5
2020-04-29,5984,DEU,1
2020-08-02,1132,SWE,2
2020-08-04,3576,CAN,1
2020-01-04,3417,PRT,2
2021-02-24,332,PRT,1
2020-02-13,3576,USA,2
2021-08-14,409,USA,2
2019-09-30,332,ESP,6
2021-02-01,2902,RUS,1
2020-12-06,332,USA,4
2020-05-09,1132,FRA,2
2020-12-01,5972,NLD,2
2019-09-08,332,USA,4
2021-07-15,1132,DEU,2
2019-08-23,5972,USA,1
2021-08-05,362,RUS,2
2020-08-26,362,USA,1
2019-12-11,3448,RUS,3
2019-12-17,332,RUS,2
2020-10-12,5972,USA,2
2021-06-28,5972,RUS,1
2020-04-04,2902,USA,2
2020-11-11,3448,DEU,1
2020-07-02,3448,ROU,2
2021-04-10,362,GRC,1
2021-04-28,5984,RUS,1
2020-12-21,1579,USA,3
2019-08-01,1516,USA,1
2020-08-14,1516,GBR,4
2020-05-13,1516,DEU,1
2020-09-28,2902,RUS,1
2021-03-30,409,NLD,1
2020-11-18,409,PRT,1
2020-02-06,3448,GBR,1
2020-12-15,362,UKR,1
2020-11-07,2902,ESP,2
2020-09-10,362,UKR,1
2020-12-09,362,UKR,1
2020-01-29,3448,USA,1
2019-09-12,1579,ROU,1
2020-08-16,5984,DEU,1
2020-11-26,3448,UKR,2
2021-08-17,409,ESP,3
2021-01-29,362,ESP,1
2021-06-18,1132,POL,1
2021-05-11,332,RUS,2
2020-11-11,409,ESP,1
2021-07-16,332,RUS,2
2019-12-03,3417,CZE,4
2020-12-28,1923,POL,6
2020-03-20,1132,RUS,1
2021-08-17,3448,USA,8
2019-10-26,3446,USA,2
2021-03-10,362,FRA,1
2020-09-09,2902,ITA,1
2021-08-28,362,USA,3
2021-05-06,1132,CAN,1
2019-08-13,1516,USA,1
2021-08-08,3446,USA,1
2019-11-06,5984,USA,1
2020-08-05,4139,DEU,1
2020-04-15,1516,DEU,1
2021-02-16,3576,POL,1
2021-04-06,5984,USA,2
2021-04-17,362,DEU,1
2021-01-24,1923,BEL,9
2019-11-06,332,CAN,1
2019-11-10,3576,GBR,1
2021-01-25,362,SWE,1
2020-11-11,362,GBR,1
2021-05-01,4139,UKR,2
2020-08-14,5984,DEU,1
2019-07-30,5984,ITA,2
2021-05-31,5984,USA,1
2021-04-21,1516,RUS,1
2021-08-13,409,FRA,2
2021-02-21,332,USA,3
2020-10-17,4139,USA,3
2020-09-04,2902,BEL,1
2019-11-13,3446,DEU,2
2020-06-26,3576,RUS,1
2021-07-31,332,GBR,1
2021-04-17,362,CAN,2
2020-09-29,1132,DEU,1
2019-07-21,1579,USA,1
2021-04-24,3448,UKR,1
2020-08-22,409,RUS,1
2021-03-28,409,RUS,3
2021-04-14,362,USA,1
2020-12-30,332,USA,3
2021-06-02,1132,RUS,1
2021-06-05,409,FRA,3
2021-01-04,362,DEU,1
2020-05-06,3576,USA,1
2019-08-07,5984,USA,1
2020-12-10,5972,ITA,3
2020-10-12,1132,DEU,1
2021-04-12,3448,USA,1
2021-08-22,1132,USA,1
2019-12-04,3448,FRA,6
2021-04-01,1579,ITA,1
2020-04-05,1516,ESP,3
2020-09-13,362,ESP,1
2021-01-28,409,FRA,1
2021-07-20,3576,RUS,5
2020-12-13,332,POL,3
2020-05-21,1132,USA,2
2021-01-08,2902,NLD,1
2021-01-13,3448,GRC,4
2019-10-16,3576,USA,1
2019-10-27,3417,NLD,4
2021-08-05,332,RUS,2
2021-04-09,332,USA,1
2021-08-14,3417,USA,8
2021-07-26,332,FRA,3
2021-01-13,362,USA,1
2021-05-10,1923,UKR,3
2019-10-05,332,UKR,1
2020-04-21,3417,POL,1
2021-07-12,2902,USA,1
2020-04-22,409,GRC,3
2020-01-31,3448,USA,1
2020-11-06,3448,USA,4
2020-01-18,5984,FRA,1
2021-01-18,332,FRA,1
2019-09-02,1516,DEU,1
2020-10-20,5972,USA,2
2021-03-04,3576,FRA,2
2020-08-13,3446,USA,1
2021-05-09,362,UKR,1
2019-11-25,3448,UKR,4
2020-03-17,332,USA,1
2021-05-03,3576,USA,2
2020-08-17,1132,POL,1
2020-12-08,362,USA,1
2020-03-05,362,CAN,1
2020-08-21,3448,USA,1
2020-01-23,3417,RUS,3
2021-06-13,362,GBR,2
2020-03-29,409,USA,1
2021-03-21,409,NLD,1
2020-11-23,3448,USA,1
2020-12-11,1923,ITA,3
2021-04-06,3417,USA,1
2019-12-11,332,RUS,1
2020-03-13,2902,ITA,2
2020-08-22,3446,USA,3
2021-06-20,332,USA,1
2021-02-19,332,PRT,1
2020-05-11,3446,ROU,4
2021-08-29,4139,FRA,2
2020-03-10,362,GBR,2
2020-03-10,332,POL,2
2019-12-21,5972,BEL,1
2020-06-23,1132,USA,1
2021-01-23,332,POL,1
2020-03-07,5972,ESP,1
2019-10-23,3576,CAN,2
2021-06-28,362,USA,1
2020-05-09,1132,GBR,2
2021-01-18,332,CAN,1
2021-06-22,4139,ITA,1
2019-08-07,1579,DEU,1
2020-05-03,3446,RUS,7
2021-02-05,4139,ITA,1
2020-08-21,3448,AUS,1
2021-08-23,4139,AUS,2
2021-04-13,4139,DEU,2
2020-03-10,5972,USA,1
2021-04-01,409,UKR,1
2019-09-21,3446,RUS,1
2020-02-05,362,UKR,2
2021-08-15,1516,DEU,2
2020-11-05,1132,USA,1
2021-05-02,3417,USA,2
2019-11-07,409,CAN,1
2020-06-01,409,NLD,1
2019-09-13,332,ITA,4
2021-04-27,1132,USA,1
2020-05-18,3448,ITA,1
2020-07-06,3448,USA,1
2021-01-03,3448,USA,10
2021-03-25,1132,RUS,1
2019-09-29,5984,USA,2
2020-07-15,1132,DEU,1
2021-07-26,332,RUS,3
2021-04-09,362,ITA,2
2021-08-16,3576,UKR,6
2020-06-03,3446,USA,4
2021-03-06,3576,USA,1
2021-07-23,332,PRT,2
2020-09-22,362,FRA,1
2021-05-07,1923,POL,6
2020-12-16,5984,AUS,1
2020-07-05,409,AUS,1
2019-12-10,332,USA,1
2020-06-14,3446,USA,11
2021-02-21,4139,SWE,3
2021-01-30,409,RUS,2
2021-01-01,362,POL,1
2020-01-02,3417,RUS,1
2019-09-15,332,FRA,2
2020-04-12,1132,USA,2
2020-10-03,1579,ITA,2
2019-10-27,1579,USA,1
2020-11-02,362,UKR,1
2020-11-18,409,USA,1
2021-05-18,4139,DEU,2
2020-07-04,1516,GBR,3
2021-08-21,5984,USA,1
2021-07-28,1516,GBR,6
2020-04-23,3576,RUS,1
2021-06-11,362,RUS,3
2020-06-22,3576,USA,1
2020-06-25,332,RUS,1
2019-12-20,5972,USA,1
2020-08-12,4139,USA,1
2019-09-23,3446,ROU,1
2020-10-06,362,GBR,1
2021-06-03,2902,GBR,3
2021-06-22,3417,RUS,2
2021-08-12,3448,RUS,1
2021-05-28,1132,FRA,3
2019-10-23,3576,UKR,2
2020-11-25,362,BEL,2
2019-09-03,5984,USA,1
2021-05-11,1579,FRA,1
2021-04-08,362,FRA,2
2020-08-28,4139,DEU,5
2020-12-15,362,AUS,2
2021-02-15,3446,AUS,1
2020-11-27,4139,NLD,1
2020-05-21,1132,RUS,2
2019-12-12,5972,USA,1
2021-01-01,362,RUS,1
2021-04-04,3576,USA,2
2020-02-29,362,ITA,2
2021-07-29,1132,FRA,1
2021-03-11,3448,ESP,1
2021-03-14,3448,USA,2
2021-07-10,3448,FRA,1
2020-05-03,3417,FRA,2
2019-08-23,3576,CAN,1
2021-07-06,2902,USA,1
2020-09-09,2902,UKR,1
2020-08-17,3446,CAN,6
2019-07-25,5972,ITA,1
2021-06-20,362,USA,3
2020-02-06,362,GBR,1
2020-11-19,1923,FRA,1
2021-01-06,3448,USA,2
2020-11-30,1923,DEU,4
2019-12-18,2902,USA,5
2021-08-13,1516,USA,5
2020-10-10,5984,UKR,1
2020-04-26,3448,NLD,2
2020-11-02,5984,USA,1
2020-12-06,3448,GBR,2
2019-08-26,332,USA,2
2019-07-31,332,USA,1
2019-10-28,3446,USA,1
2020-09-28,1923,ROU,1
2021-08-16,2902,RUS,1
2020-04-13,5984,NLD,1
2021-07-15,3576,RUS,1
2021-08-07,1132,DEU,6
2021-02-28,3446,UKR,1
2021-08-14,362,USA,1
2020-09-12,1516,GBR,2
2021-02-21,3576,AUS,2
2020-10-21,1132,GBR,3
2019-12-29,332,USA,1
2020-11-27,5972,POL,1
2020-05-09,362,USA,1
2021-05-06,332,UKR,1
2020-11-23,5984,RUS,1
2021-05-10,4139,RUS,4
2019-11-04,332,USA,1
2020-09-06,362,DEU,2
2021-04-02,409,USA,1
2019-11-14,3448,USA,2
2019-11-28,5984,ESP,1
2021-07-01,332,ITA,1
2021-04-19,3446,POL,1
2020-12-28,362,USA,1
2020-06-11,332,USA,1
2021-05-30,4139,ITA,1
2020-06-14,332,RUS,2
2020-04-30,3576,USA,1
2021-07-21,1516,RUS,5
2021-04-05,5972,ITA,1
2019-11-23,409,CAN,2
2020-12-26,409,UKR,2
2019-09-26,3446,USA,1
2019-09-21,3417,FRA,1
2021-03-01,409,CAN,1
2020-08-26,1132,RUS,2
2021-04-04,1923,POL,1
2019-12-27,332,FRA,3
2021-07-30,1132,RUS,3
2020-06-19,362,USA,1
2021-05-16,5972,RUS,1
2021-07-16,362,USA,3
2021-06-29,1516,CAN,4
2020-12-10,1579,USA,1
2020-04-28,1579,DEU,1
2021-04-06,3576,POL,3
2020-04-09,1516,USA,1
2020-12-04,1132,NLD,1
2019-12-18,332,POL,1
2020-09-09,5972,RUS,1
2020-02-16,3417,UKR,1
2021-01-06,3448,RUS,2
2020-11-17,1132,DEU,4
2020-08-22,332,USA,3
2021-01-02,3448,CAN,7
2021-03-01,2902,CAN,1
2021-01-08,362,USA,1
2020-02-25,3417,CAN,1
2020-12-13,332,CAN,3
2021-01-17,362,FRA,2
2020-03-21,362,USA,1
2021-06-17,1923,FRA,2
2019-12-17,409,USA,2
2020-04-10,3417,USA,1
2021-01-12,3448,CAN,4
2021-01-03,409,RUS,1
2020-06-05,3446,RUS,1
2020-05-26,1132,USA,1
2020-11-23,332,ITA,3
2021-07-23,1516,PRT,1
2019-10-02,332,RUS,5
2020-12-26,4139,USA,7
2020-10-22,362,FRA,3
2019-12-06,3417,ROU,3
2021-06-30,5984,USA,2
2019-11-25,3448,FRA,4
2021-04-08,362,NLD,2
2021-07-20,3576,FRA,5
2021-08-20,3576,ITA,2
2021-08-14,2902,RUS,1
2020-08-30,362,ITA,3
2020-02-11,1132,USA,1
2020-02-04,362,CAN,1
2021-04-07,409,AUS,1
2020-07-17,362,ESP,2
2021-08-12,4139,RUS,2
2021-04-25,362,CAN,1
2020-01-25,3446,USA,1
2020-05-01,409,RUS,1
2021-05-09,3446,USA,1
2019-11-07,409,USA,1
2020-09-22,1579,ROU,1
2019-12-12,409,RUS,1
2020-08-31,4139,USA,1
2021-01-28,4139,USA,2
2021-06-05,3448,USA,6
2021-01-14,1923,FRA,5
2021-01-23,1923,USA,3
2019-12-17,3576,GRC,1
2020-04-10,3417,GBR,1
2021-04-05,409,USA,1
2020-01-14,2902,CAN,1
2020-12-24,332,ITA,1
2021-07-06,1516,DEU,3
2021-01-28,4139,DEU,2
2020-12-23,5972,ESP,1
2020-04-26,1516,RUS,4
2020-11-07,5984,USA,1
2020-08-21,1132,USA,1
2021-07-13,3448,ROU,3
2020-08-19,332,AUS,1
2020-10-24,1132,RUS,4
2019-12-20,1579,CAN,1
2020-05-28,1132,ITA,4
2019-09-12,332,CAN,1
2021-04-18,362,DEU,1
2020-06-18,3417,RUS,1
2021-05-26,332,GBR,1
2021-08-25,3448,USA,2
2020-06-16,3576,DEU,1
2019-12-31,1579,RUS,1
2021-08-03,3446,GBR,1
2021-02-10,3576,USA,1
2021-03-11,2902,RUS,1
2020-05-28,1132,RUS,3
2019-08-31,409,USA,1
2020-02-06,3448,POL,1
2020-06-23,3576,DEU,1
2019-09-01,5972,USA,1
2020-02-02,1579,USA,1
2019-11-22,332,BEL,1
2020-11-07,3448,USA,2
2020-09-02,2902,FRA,3
2019-10-14,409,DEU,1
2019-07-21,1579,USA,1
2020-05-30,332,CAN,1
2020-03-09,3417,NLD,3
2021-03-02,1579,POL,1
2020-06-04,3448,RUS,1
2020-10-16,3576,FRA,1
2020-11-03,362,ITA,2
2021-04-01,409,ESP,1
2021-08-01,332,USA,2
2019-10-14,5984,DEU,1
2021-08-30,1579,DEU,1
2021-01-08,332,ITA,1
2021-02-07,3417,ITA,1
2020-03-27,5984,RUS,1
2020-01-24,1579,POL,1
2019-09-23,332,USA,4
2020-04-26,1132,BEL,1
2021-04-12,3446,DEU,1
2020-02-17,332,NLD,1
2021-05-07,1132,RUS,4
2021-01-12,362,USA,1
2021-03-11,2902,POL,1
2020-10-13,362,RUS,2
2020-08-04,362,RUS,1
2021-01-25,5972,FRA,2
2021-06-08,1132,GBR,1
2020-10-27,1579,USA,2
2019-09-10,1516,USA,1
2020-01-28,409,CZE,1
2020-09-05,3448,USA,5
2020-03-26,2902,FRA,1
2021-06-27,1923,ITA,2
2020-11-21,5984,PRT,2
2020-05-31,1132,DEU,1
2020-07-21,362,DEU,1
2021-07-04,1132,PRT,1
2021-08-16,3417,USA,3
2020-02-24,3417,USA,1
2019-11-26,3576,USA,1
2020-06-06,332,POL,1
2021-06-10,3576,GBR,4
2020-10-12,1579,POL,1
2019-10-07,332,RUS,1
2020-09-14,3576,GBR,1
2021-08-30,1516,RUS,4
2019-08-16,1579,USA,1
2020-11-19,332,USA,1
2021-03-11,409,POL,1
2019-09-07,332,USA,4
2020-03-04,3448,RUS,4
2021-06-22,3448,GBR,1
2021-03-14,3448,USA,2
2021-03-08,332,AUS,1
2021-01-19,3448,NLD,18
2021-08-24,4139,CZE,3
2021-06-06,1923,USA,4
2021-05-24,4139,NLD,1
2020-08-16,3448,GBR,1
2019-08-23,3576,USA,1
2020-02-06,332,DEU,1
2020-12-04,332,POL,1
2021-08-13,2902,USA,1
2020-11-12,3417,GBR,2
2020-02-18,362,USA,2
2020-07-16,3417,ESP,1
2021-03-25,362,DEU,2
2020-12-29,1923,USA,1
2020-04-10,1132,DEU,4
2021-06-25,1132,FRA,3
2020-07-13,5972,RUS,1
2020-07-25,1579,ITA,1
2019-09-08,1516,USA,2
2020-10-27,5984,USA,1
2021-05-07,332,CAN,1
2020-04-10,332,AUS,1
2020-06-15,362,ESP,1
2020-07-28,362,ESP,5
2021-03-20,409,POL,1
2020-01-09,1579,AUS,1
2020-11-24,4139,USA,1
2020-10-24,332,RUS,1
2020-06-19,3576,USA,2
2020-08-26,1516,POL,3
2020-04-20,3576,FRA,2
2019-10-18,332,RUS,3
2020-12-16,4139,RUS,1
2019-11-10,332,DEU,3
2021-01-04,3417,RUS,2
2020-12-05,5984,USA,1
2021-06-30,3448,USA,2
2021-07-23,332,USA,2
2020-10-25,3446,USA,2
2020-05-06,5972,RUS,1
2020-12-12,332,DEU,4
2020-12-11,362,POL,2
2020-12-15,362,USA,1
2020-03-06,409,NLD,1
2020-11-17,362,ROU,2
2019-07-25,5972,RUS,1
2020-09-12,1579,GBR,1
2019-12-29,3446,GBR,1
2020-12-23,362,NLD,1
2019-09-20,3446,USA,1
2020-06-15,1132,GBR,3
2021-02-18,5984,USA,2
2021-01-07,362,UKR,2
2020-01-11,3448,ESP,1
2021-07-15,1132,GBR,2
2021-04-10,332,RUS,1
2019-11-20,5984,UKR,2
2021-03-01,2902,UKR,1
2021-04-28,4139,USA,1
2021-08-17,3448,ROU,8
2020-09-13,362,POL,1
2020-11-09,3448,RUS,1
2021-07-07,332,USA,1
2020-07-20,362,RUS,2
2020-10-10,1579,USA,1
2020-06-12,1132,CAN,1
2020-10-26,1923,FRA,3
2019-09-03,1516,UKR,2
2021-08-21,1132,DEU,1
2021-08-22,332,ROU,1
2019-10-20,332,RUS,1
2019-10-17,3446,RUS,3
2021-08-15,3576,DEU,1
2021-07-01,1516,NLD,4
2021-05-29,1516,ITA,1
2020-08-31,5984,FRA,1
2019-12-26,2902,BEL,2
2020-05-17,1579,RUS,1
